"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000614491",60.0205604800902,-0.186786011985925,0.0279188778014451,-6.69031231535592,2.2269480611144e-11,2.48014220989206e-10
"ENST00000527693",45.1769202099517,-0.229266043999352,0.034268711010069,-6.69024416856496,2.22798538269871e-11,2.481129996173e-10
"ENST00000531493",26.5248201558078,-0.219774216990876,0.0328533312192765,-6.68955654828466,2.2384787525805e-11,2.4926473868075e-10
"ENST00000432645",60.4748012277559,-0.250616586752247,0.03746414386855,-6.68950524083994,2.23926366233072e-11,2.49335314281681e-10
"ENST00000423187",39.4105558353835,0.194254180809832,0.0290388709775439,6.6894536278649,2.24005351799005e-11,2.49406431032627e-10
"ENST00000560217",122.576238189785,-0.289977691753426,0.0433486598800781,-6.68942690629042,2.2404625569468e-11,2.49435141107206e-10
"ENST00000526190",63.4064269482508,0.150418863514436,0.0224865775876108,6.68927331997871,2.24281498889948e-11,2.49680194506768e-10
"ENST00000615843",40.613314859516,-0.205674798962341,0.0307473608489839,-6.68918545472944,2.24416187978641e-11,2.49813281064282e-10
"ENST00000485963",57.200798299843,-0.187239341852366,0.0279923238881572,-6.68895310730461,2.24772736211015e-11,2.50178361721955e-10
"ENST00000506911",12.7810227167454,-0.372314559982447,0.0556611202328155,-6.68895197267239,2.24774478718393e-11,2.50178361721955e-10
"ENST00000543575",37.7527838170582,0.167219653471796,0.024999507090311,6.68891802017188,2.24826627269104e-11,2.50219524719316e-10
"ENST00000550659",26.0927094414333,-0.2224230927545,0.0332546970093662,-6.6884714869558,2.25513572781820e-11,2.50967128204261e-10
"ENST00000466138",39.4801612623732,0.197783994310174,0.0295728725855442,6.68802104827837,2.26208608213794e-11,2.51723633261123e-10
"ENST00000377223",47.3892010901329,-0.212068956268984,0.0317095463827033,-6.68785840420163,2.26460086077764e-11,2.51986481267295e-10
"ENST00000552981",347.955542532198,-0.169224654717115,0.0253033277105618,-6.6878418780657,2.26485653857275e-11,2.5199793629056e-10
"ENST00000565930",59.0941658260013,0.190880129937619,0.0285427391581547,6.68751968337573,2.26984690060206e-11,2.5253615611459e-10
"ENST00000604367",43.0451996597129,-0.164379406804163,0.0245812301272085,-6.68719205481153,2.27493246424394e-11,2.53084894481468e-10
"ENST00000504823",27.0517413979719,-0.210981481344383,0.0315503758058146,-6.6871305319127,2.27588868713888e-11,2.53174203105308e-10
"ENST00000514505",197.976229589311,-0.225240944646649,0.0336832244979269,-6.68703629192364,2.2773541801796e-11,2.53320148051341e-10
"ENST00000445915",341.150290076201,-0.28226509342652,0.0422110781950878,-6.68699084448801,2.27806124747122e-11,2.53364635972543e-10
"ENST00000450909",57.3579529390723,0.194084418013826,0.0290241632650803,6.68699442740985,2.27800549687873e-11,2.53364635972543e-10
"ENST00000258526",19.9889732219322,0.232954095074025,0.0348377470839379,6.68683007867148,2.28056415339966e-11,2.53625911246983e-10
"ENST00000264498",51.6697321778157,0.175859860857517,0.0262997533556245,6.68674943371313,2.28182069988253e-11,2.53748550621027e-10
"ENST00000358200",19.7845166689988,-0.447972092504149,0.0669951476963875,-6.68663489681813,2.28360648892274e-11,2.5393002361054e-10
"ENST00000348706",22.4022864180684,-0.255129746976208,0.0381558970442047,-6.68650894724433,2.28557179697936e-11,2.5413143275882e-10
"ENST00000544547",125.163470639481,-0.318674446037648,0.047659698986198,-6.6864552822697,2.28640968434864e-11,2.54207465943005e-10
"ENST00000571125",80.4556146648981,0.191094164595455,0.0285795637201886,6.68639194308155,2.28739900503989e-11,2.54300324396976e-10
"ENST00000440004",45.6869737643709,0.156523403621108,0.0234096326330333,6.68628192824513,2.28911836797896e-11,2.54474326914379e-10
"ENST00000560116",28.2003296673683,0.194960230856164,0.0291590671205034,6.68609287294641,2.29207596770663e-11,2.547859477301e-10
"ENST00000360270",69.8360296771643,-0.41785217230451,0.0624969825022482,-6.6859575546624,2.29419519705504e-11,2.55004340031595e-10
"ENST00000353442",54.7085716134156,-0.257965422657786,0.0385834777485364,-6.68590385602479,2.29503670681169e-11,2.55080691413734e-10
"ENST00000375571",170.045204574028,-0.111774670615661,0.0167182482871355,-6.68578840892501,2.29684689819532e-11,2.5526468888646e-10
"ENST00000589707",34.3115652845516,0.17630329025299,0.0263703112202149,6.68567347501912,2.29865043122049e-11,2.55447921633188e-10
"ENST00000485908",94.5987803475533,-0.166838629908257,0.0249548074986446,-6.68563081151071,2.29932025611998e-11,2.55505149742901e-10
"ENST00000543134",53.8600412178575,-0.181671252243429,0.0271735981793655,-6.68557954836404,2.30012534966e-11,2.55577400459157e-10
"ENST00000545746",36.8681302606926,-0.219476948390134,0.0328311803057209,-6.68501547450885,2.30900243924822e-11,2.56546497280351e-10
"ENST00000379852",111.16547358917,-0.151222788195059,0.022622029525099,-6.68475779448872,2.31306882033999e-11,2.5698099585427e-10
"ENST00000600006",160.590959260151,-0.183846960075759,0.0275054800863206,-6.68401204046581,2.32487691587884e-11,2.58275479301449e-10
"ENST00000471452",40.5412433804505,0.221647987674772,0.0331611218650578,6.68397132572057,2.32552327972934e-11,2.58329891614934e-10
"ENST00000620006",60.5605400810638,-0.213223831090001,0.0319010525843539,-6.68391209118215,2.32646396731935e-11,2.58416989244573e-10
"ENST00000435720",125.332442874955,-0.232347312459497,0.0347631143523145,-6.68373121305305,2.32933874975494e-11,2.58718894430876e-10
"ENST00000498439",61.5722255204408,0.136130933633757,0.0203677746504059,6.68364295905269,2.33074267477267e-11,2.58857402316533e-10
"ENST00000625860",61.8199076061704,0.44618296035339,0.0667577609215992,6.68361182570803,2.33123813472718e-11,2.58895002221967e-10
"ENST00000524254",18.190324927124,-0.253515126100438,0.037931431105024,-6.68351071169734,2.33284798711892e-11,2.59056347278704e-10
"ENST00000503677",32.1696195980403,0.278878120761232,0.0417265889212683,6.68346318189181,2.33360509275503e-11,2.59122981811713e-10
"ENST00000559073",50.1817588580365,-0.170995879619252,0.0255861238968426,-6.68314905019098,2.33861497082702e-11,2.5966180248764e-10
"ENST00000589615",35.2912013775695,0.173936742379636,0.0260263494476284,6.68310178227803,2.33936972621094e-11,2.59728126375377e-10
"ENST00000297904",27.8020731025639,0.262744330456379,0.0393150197221646,6.68305223584186,2.34016112013728e-11,2.5979850885206e-10
"ENST00000617198",210.591865508959,-0.234492856648935,0.0350883369588814,-6.68292877270666,2.34213430908682e-11,2.60000072793831e-10
"ENST00000490428",25.5575870116558,0.204016552944697,0.0305281507020062,6.68289916857917,2.34260768456481e-11,2.60035126686684e-10
"ENST00000369425",45.5513529017842,0.338355260422712,0.0506301800959927,6.68287688847253,2.34296400936392e-11,2.6005718382845e-10
"ENST00000503324",44.1505479126157,-0.247829770415897,0.0370846589895312,-6.68281109139653,2.34401660895126e-11,2.60156515792617e-10
"ENST00000451584",26.0040581703513,0.367968985301055,0.0550622088264381,6.68278649083861,2.34441027932826e-11,2.60182706415206e-10
"ENST00000534413",108.037456139808,-0.400626003014899,0.0599494298049424,-6.68273250168379,2.34527446757467e-11,2.60261108086505e-10
"ENST00000601313",111.030929036175,0.113144558366516,0.016931196356878,6.68260859904052,2.34725891936380e-11,2.60463809362776e-10
"ENST00000510740",29.3978148706648,0.224713083375245,0.0336267757308776,6.68256407256149,2.34797246661035e-11,2.60525466816347e-10
"ENST00000420791",66.3516013692756,-0.310006616516002,0.0463909593198953,-6.68247910930897,2.34933461184785e-11,2.60659078035926e-10
"ENST00000515467",89.4667342276986,0.17907676516991,0.0267989041563675,6.682242084416,2.35313872575953e-11,2.61063589912566e-10
"ENST00000533096",47.1075835032761,0.248852624477067,0.0372411342835489,6.68219777040991,2.35385060898329e-11,2.61125010003758e-10
"ENST00000382123",72.6231097941939,0.150648727776336,0.02254486117891,6.68217588836887,2.35420221121618e-11,2.61146456660887e-10
"ENST00000531993",133.428925712176,-0.201623252899891,0.0301738402375783,-6.68205476374171,2.3561493807455e-11,2.61344881295276e-10
"ENST00000332160",89.2808472297549,0.35307243375374,0.0528403726908806,6.68186872600681,2.35914314817229e-11,2.61659360439325e-10
"ENST00000483413",29.2148432187414,-0.230620087895038,0.0345163485636402,-6.6814740693045,2.3655064005092e-11,2.62347491460385e-10
"ENST00000402868",73.3096200267614,0.127615564717032,0.0191004578431507,6.68128302289853,2.36859277217021e-11,2.6267213056288e-10
"ENST00000478105",45.4818355582986,0.154501922282355,0.0231260523968396,6.68086016718829,2.37543806951610e-11,2.63413555240097e-10
"ENST00000220847",58.166732412732,-0.207462991358104,0.0310537142651644,-6.68077865296884,2.37675986745555e-11,2.6354241772242e-10
"ENST00000464040",40.1741839996142,-0.222547837722944,0.0333145814977715,-6.68019310816888,2.38627598467197e-11,2.64579813060256e-10
"ENST00000475376",225.09991413967,0.300748433396624,0.0450261461372471,6.67941760949056,2.3989366117376e-11,2.65965695012117e-10
"ENST00000434751",81.748643935312,0.201754371035289,0.0302083754505893,6.6787560742977,2.4097886492279e-11,2.67150889196202e-10
